,State,County,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
3117,WY,Converse,3.0,10.0,4.0,1.0
3118,WY,Crook,4.0,3.0,4.0,0.0
3119,WY,Fremont,9.0,20.0,23.0,6.0
3120,WY,Goshen,2.0,1.0,9.0,3.0
3121,WY,Hot Springs,1.0,2.0,7.0,1.0
3122,WY,Johnson,3.0,5.0,7.0,1.0
3123,WY,Laramie,9.0,31.0,69.0,3.0
3124,WY,Lincoln,5.0,12.0,10.0,2.0
3125,WY,Natrona,7.0,31.0,55.0,3.0
3126,WY,Niobrara,1.0,1.0,2.0,1.0
3127,WY,Park,2.0,13.0,15.0,4.0
3128,WY,Platte,2.0,9.0,3.0,3.0
3129,WY,Sheridan,8.0,13.0,23.0,2.0
3130,WY,Sublette,3.0,7.0,2.0,1.0
3131,WY,Sweetwater,4.0,22.0,31.0,2.0
3132,WY,Teton,11.0,19.0,20.0,3.0
3133,WY,Uinta,2.0,13.0,17.0,2.0
3134,WY,Washakie,2.0,3.0,6.0,2.0
3135,WY,Weston,4.0,4.0,4.0,2.0
